synset	word	csco
14773865-n	ácido_de_batería	99.0
14773865-n	ácido_eletrólito	99.0
00306298-v	estoupar	99.0
00306298-v	detonar	99.0
00306298-v	estourar	99.0
15279104-n	hertz	99.0
01811997-a	puído	99.0
01811997-a	pulido	99.0
10991415-n	David_Garrick	99.0
05298988-n	vísceras	99.0
05298988-n	tripas	99.0
05298988-n	entrañas	99.0
09694109-n	belga	99.0
11237550-n	Pío_VII	99.0
05337178-n	arteria_arciforme_do_ril	99.0
02874876-a	comunista	99.0
13137225-n	sicón	99.0
00912822-n	construción_naval	99.0
14698233-n	sial	99.0
02533313-a	afectuoso	99.0
02533313-a	cariñoso	99.0
12434775-n	allo	99.0
02070188-a	diferente	99.0
02070188-a	distinto	99.0
00772910-a	discreto	99.0
11364135-n	Gianni_Versace	99.0
04470953-n	transdutor	99.0
02832586-a	de_algas	99.0
11256765-n	William_Rehnquist	99.0
10999410-n	William_Gilbert	99.0
14603236-n	clorobenceno	99.0
14785625-n	bromuro	99.0
05431402-n	blastema	99.0
11744859-n	xénero_das_plantas	99.0
15057103-n	estearina	99.0
03016202-a	grego	99.0
00731804-a	aliñado	99.0
05574332-n	papo_da_perna	99.0
05574332-n	barriga_da_perna	99.0
05574332-n	sura	99.0
14911899-n	alcatrán_de_hulla	99.0
00673456-a	á_man	99.0
00673456-a	artesanal	99.0
00673456-a	feito_á_man	99.0
15003797-n	refrixerante	99.0
09067138-n	Santa_Cruz	99.0
02286083-a	sonoro	99.0
02286083-a	frouxo	99.0
00721157-a	negable	99.0
00721157-a	negábel	99.0
15126361-n	Cretáceo	99.0
01586342-a	agradábel	99.0
01586342-a	agradable	99.0
01586342-a	bo	99.0
00131426-a	posterior	99.0
06758584-n	verdade_a_medias	99.0
11058436-n	Joseph_Hooker	99.0
02529945-a	fresco	99.0
02268443-n	libélula	99.0
05347359-n	arteria_ilíaca_común	99.0
08765623-n	Trondheim	99.0
09203827-n	arquipélago	99.0
14866166-n	ferritina	99.0
08730895-n	Taipei	99.0
09688008-n	celta	99.0
09688008-n	Celta	99.0
05269784-n	gordura_infantil	99.0
02993094-a	futurista	99.0
01805889-a	descontento	99.0
01805889-a	desgustado	99.0
07903208-n	brandy	99.0
07903208-n	augardente	99.0
14697839-n	brecha	99.0
09441587-n	Pacífico_Sur	99.0
11186356-n	Ashley_Montagu	99.0
06835630-n	omicrón	99.0
13770169-n	cullerada	99.0
00624026-a	importante	99.0
00624026-a	apreciábel	99.0
00624026-a	apreciable	99.0
00624026-a	evidente	99.0
00624026-a	grande	99.0
00624026-a	considerable	99.0
00624026-a	considerábel	99.0
11311173-n	Steven_Spielberg	99.0
00520880-n	sainete	99.0
14837786-n	broca	99.0
14837786-n	barrena	99.0
08322520-n	concilio	99.0
13773725-n	chisco	99.0
09799461-n	apóstolo	99.0
00466577-a	rachado	99.0
05472681-n	epicóndilo	99.0
01090117-n	esmola	99.0
01097292-n	mercado	99.0
14938687-n	lipase	99.0
05234438-n	ofrión	99.0
02732572-n	arabesco	99.0
15082036-n	ácido_túngstico	99.0
14580752-n	química	99.0
13644894-n	megavatio	99.0
09109012-n	Great_Falls	99.0
00405554-a	descolorido	99.0
06606191-n	matiz	99.0
00358951-a	descargado	99.0
05347631-n	arteria_ilíaca_interna	99.0
05347631-n	arteria_hipogástrica	99.0
11047701-n	Rudolf_Hess	99.0
09608709-n	benfeitor	99.0
09608709-n	protector	99.0
09608709-n	mecenas	99.0
05259823-n	coleta	99.0
02261386-a	líquido	99.0
05456732-n	células_sexuais	99.0
05456732-n	célula_reprodutiva	99.0
05456732-n	células_xerminativas	99.0
10692696-n	delator	99.0
14636523-n	dubnio	99.0
14636523-n	Db	99.0
14636523-n	número_atómico_105	99.0
00365681-a	aclamídeo	99.0
05469240-n	terminación_nerviosa_libre	99.0
11131358-n	Jerry_Lee_Lewis	99.0
01071198-a	fresco	99.0
09429752-n	Sena	99.0
02638392-a	arqueolóxico	99.0
02320886-a	átono	99.0
05248181-n	pasaxe	99.0
05248181-n	paso	99.0
05248181-n	vía	99.0
05586759-n	exoesqueleto	99.0
01846331-n	pato	99.0
05895723-n	erro	99.0
02128653-v	mirar	99.0
10194341-n	húsar	99.0
07575984-n	cea	99.0
10267437-n	Little_John	99.0
11173475-n	Dmitri_Mendeleev	99.0
10845603-n	Jeremy_Bentham	99.0
00086341-a	frenético	99.0
01016874-a	fisible	99.0
01016874-a	fisíbel	99.0
07242912-n	arenga	99.0
04860065-n	covardía	99.0
00479933-a	incómodo	99.0
01166656-a	medicinal	99.0
11327744-n	John_Millington_Synge	99.0
10947628-n	George_Eastman	99.0
15101854-n	táboa	99.0
15101854-n	prancha	99.0
10832085-n	Stanley_Baldwin	99.0
10835022-n	James_Matthew_Barrie	99.0
10835022-n	J._M._Barrie	99.0
14939445-n	fluído	99.0
05418177-n	canle_arterial	99.0
03095068-a	ortopédico	99.0
11525779-n	remuíño	99.0
14868116-n	pedra_non_traballada	99.0
14868116-n	pedra_non_esculpida	99.0
00474227-a	ignífugo	99.0
08789970-n	Tesalia	99.0
00234106-a	unidireccional	99.0
14934758-n	papel_de_carta	99.0
01822423-n	Cuculiformes	99.0
00110853-a	analítico	99.0
11037157-n	William_Hazlitt	99.0
06182144-n	teoloxía	99.0
00685483-a	non_decisivo	99.0
10951948-n	Jonathan_Edwards	99.0
01456487-a	de_pasos_silenciosos	99.0
10201366-n	importador	99.0
14684272-n	olivenita	99.0
00994567-a	incurable	99.0
00994567-a	incurábel	99.0
11399866-n	John_Wycliffe	99.0
11399866-n	John_Wyclif	99.0
05101261-n	perímetro	99.0
02253655-a	non_gregario	99.0
00636547-a	provincial	99.0
02590891-a	heterocerco	99.0
00292024-a	endergónico	99.0
14813709-n	bentonita	99.0
07487375-n	nostalxia	99.0
07487375-n	morriña	99.0
09090825-n	Luisiana	99.0
09386422-n	partícula	99.0
09386422-n	partícula_subatómica	99.0
09621545-n	intelectual	99.0
14614744-n	ácido_xunípero	99.0
06055946-n	psiquiatría	99.0
13963032-n	extinción	99.0
15006118-n	látex	99.0
05399356-n	costro	99.0
05399356-n	colostrum	99.0
15082890-n	coenzima_Q	99.0
15082890-n	ubiquinona	99.0
06125698-n	metalurxia	99.0
08809749-n	Piemonte	99.0
10944686-n	John_Foster_Dulles	99.0
00744506-a	indiferenciado	99.0
00744506-a	uniforme	99.0
02763901-n	beiril	99.0
02763901-n	toldo	99.0
02763901-n	cuberta	99.0
02763901-n	marquesiña	99.0
08999482-n	República_de_Suráfrica	99.0
08999482-n	Suráfrica	99.0
08999482-n	África_do_Sur	99.0
08999482-n	Sudáfrica	99.0
08999482-n	República_de_Sudáfrica	99.0
14801921-n	ferro_fundido	99.0
05353683-n	arteria_pudenda	99.0
05353683-n	arteria_pudendal	99.0
02400218-a	tributable	99.0
02400218-a	non_tributábel	99.0
02549393-a	húmido	99.0
03022406-n	cloroformo	99.0
03660228-n	Liberty_Bell	99.0
05585999-n	columna	99.0
11360534-n	Varese	99.0
05255435-n	manto	99.0
11311287-n	Mickey_Spillane	99.0
11189579-n	Thomas_Moore	99.0
14595543-n	cinameno	99.0
14595543-n	vinilbenceno	99.0
14595543-n	estireno	99.0
14595543-n	fenetileno	99.0
05448257-n	eritroblasto	99.0
08899149-n	Giza	99.0
00427331-a	limpo	99.0
02473141-a	choroso	99.0
01237901-v	fallar	99.0
01237901-v	errar	99.0
11011398-n	Cary_Grant	99.0
05247621-n	cápsula_glomeruli	99.0
05247621-n	cápsula_de_Bowman	99.0
05247621-n	cápsula_glomerular	99.0
00697589-v	decidir	99.0
00697589-v	tomar_unha_decisión	99.0
00697589-v	acordar	99.0
00697589-v	resolver	99.0
00697589-v	determinar	99.0
01252566-n	reasentamento	99.0
09510305-n	Lugh	99.0
07522128-n	presentimento	99.0
11198608-n	Eadweard_Muybridge	99.0
10197967-n	vago	99.0
10197967-n	lacaceiro	99.0
10197967-n	lerchán	99.0
10197967-n	nugallán	99.0
10197967-n	folgazán	99.0
10197967-n	preguiceiro	99.0
10197967-n	langrán	99.0
10197967-n	lacazán	99.0
10197967-n	lombán	99.0
06259027-n	cabeceira	99.0
14840583-n	elastómero	99.0
13421462-n	orzamento	99.0
02488168-v	presentarse	99.0
00288671-n	galope	99.0
02983357-n	cunca_hidrográfica	99.0
02983357-n	bacía_de_captación	99.0
00786291-a	documentado	99.0
06365357-n	historiografía	99.0
05602683-n	sen	99.0
05602683-n	tempa	99.0
05602683-n	vidalla	99.0
14895498-n	copal_do_Congo	99.0
02453616-a	con_pegadas	99.0
05593181-n	úmero	99.0
00523513-n	deporte	99.0
03850966-n	opio	99.0
03948950-n	pistón	99.0
02687251-v	ondular	99.0
02687251-v	ondear	99.0
05466892-n	neurona_aferente	99.0
05466892-n	neurona_sensorial	99.0
02319129-a	torto	99.0
11143331-n	Ernst_Lubitsch	99.0
01634851-a	non_confirmado	99.0
00766234-n	delito	99.0
00766234-n	quebrantamento	99.0
00766234-n	crime	99.0
10128016-n	xeómetra	99.0
14980910-n	petrolato	99.0
14980910-n	vaselina	99.0
15090535-n	carotina	99.0
15090535-n	caroteno	99.0
15090535-n	provitamina_A	99.0
05442131-n	cromosoma	99.0
05474976-n	fibra_eferente	99.0
