synset	word	csco
04295081-n	arnes	99.0
04295081-n	uhaleria	99.0
05194578-n	indar	99.0
14838055-n	dolomita	99.0
11694664-n	txirimoiondo	99.0
09820263-n	kirolari	99.0
09820263-n	kirolzale	99.0
09820263-n	atleta	99.0
14896128-n	kolofonia	99.0
08959683-n	Libia	99.0
10601526-n	Sir	99.0
80000179-n	sulfatazio	99.0
14341432-n	konjuntibitis	99.0
08113073-n	negozio-gizon	99.0
08113073-n	negozio-sektore	49.0
03000247-n	sare_kota	99.0
03000247-n	maila_kota	99.0
11550340-n	gleba	99.0
02841315-n	binokular	99.0
02841315-n	prismatiko	99.0
01684899-v	margotu	99.0
01684899-v	pintatu	99.0
04618581-n	identifikazio	99.0
02297142-v	eskaini	99.0
00341548-n	etzate	99.0
08103777-n	klase	99.0
03731164-n	koltxoi	99.0
03731164-n	lastaira	99.0
07126383-n	oihumin	99.0
07126383-n	adia	99.0
07126383-n	aiene	99.0
00497425-n	sanba	92.0
02848216-n	xafla	99.0
10391653-n	pintatzaile	99.0
10391653-n	margotzaile	99.0
10391653-n	margolari	99.0
10391653-n	pintore	99.0
08378555-n	gizarte-eraketa	99.0
08378555-n	klasismo	99.0
05518870-n	obulu-bide	99.0
05518870-n	obiduktu	99.0
05518870-n	umetoki_tronpa	99.0
05518870-n	fallopio-ren	99.0
05518870-n	umetokiko_tronpa	99.0
00126236-n	elkar_jotze	99.0
08120235-n	ogasun-sail	99.0
08120235-n	diruzaintza	62.0
13894434-n	tontor	99.0
13894434-n	konkor	99.0
13894434-n	irtengune	99.0
10246176-n	paisajista	99.0
00042541-n	erditze	99.0
11520619-n	gardentasun	99.0
10065643-n	etnografo	99.0
10206763-n	eskergabe	99.0
10206763-n	eskergaitz	99.0
06148002-n	erritualismo	99.0
08293490-n	flota	99.0
08293490-n	auto-multzo	49.0
01235769-v	oldartu	99.0
01235769-v	talkatu	99.0
01235769-v	talka_egin	99.0
08456888-n	piztien_etxe	99.0
10891981-n	Karlomagno	99.0
10891981-n	Karlos_I.a_Handia	99.0
10074339-n	sakailatzaile	99.0
10074339-n	sarraskitzaile	99.0
10074339-n	suntsitzaile	99.0
10074339-n	hiltzaile	99.0
06750804-n	proposizio	99.0
02809491-n	lekuko	99.0
02951170-n	kanula	99.0
06054892-n	farmakologia	99.0
13746512-n	hamarkada	99.0
13746512-n	hamarreko	99.0
13746512-n	hamar	99.0
13746512-n	X	99.0
09885145-n	erosle	99.0
09885145-n	erostun	99.0
06606808-n	zentzu	99.0
05301526-n	glotis	99.0
07843775-n	esneki	99.0
02128873-v	ikusi	99.0
02128873-v	nork_bere_begiz_ikusi	80.0
02128873-v	-en_lekuko_izan	99.0
02128873-v	bertan_egon	99.0
03096273-n	kontrabando-gai	99.0
00066025-v	ahuendatu	99.0
00066025-v	adiakatu	99.0
00066025-v	kexatu	99.0
00066025-v	adia_egin	99.0
00066025-v	hasperen_egin	99.0
08220620-n	hegazti-multzo	99.0
14541538-n	arriskugarritasun	99.0
04300080-n	motrailu	99.0
04300080-n	morteiru	99.0
04300080-n	almeriz	99.0
